pl_name,hostname,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_tranmid,st_teff
Kepler-1568 b,Kepler-1568,2016,20.925392 d,1.3 earthRad,2.24 earthMass,2454967.895 d,5956.0 K
Kepler-1207 b,Kepler-1207,2016,13.68237119 d,1.62 earthRad,3.26 earthMass,2454972.1874 d,5909.0 K
Kepler-749 b,Kepler-749,2016,17.31716585 d,3.1 earthRad,9.8 earthMass,2454975.35779 d,5009.0 K
Kepler-1584 b,Kepler-1584,2016,13.3997099 d,1.61 earthRad,3.22 earthMass,2454964.84744 d,6069.0 K
Kepler-1368 b,Kepler-1368,2016,0.675649486 d,1.65 earthRad,3.36 earthMass,2454964.68163 d,5906.0 K
Kepler-924 b,Kepler-924,2016,61.0370117 d,3.07 earthRad,9.64 earthMass,2455008.18003 d,6167.0 K
Kepler-1542 c,Kepler-1542,2016,2.89223021 d,0.65 earthRad,0.208 earthMass,2454965.86465 d,5564.0 K
K2-102 b,K2-102,2016,9.915615 d,1.3 earthRad,2.24 earthMass,2457139.65518 d,4695.0 K
Kepler-543 b,Kepler-543,2016,13.89961966 d,2.5 earthRad,6.8 earthMass,2455015.865271 d,4671.0 K
Kepler-1096 b,Kepler-1096,2016,2.892217506 d,1.24 earthRad,2.07 earthMass,2454965.87706 d,4306.0 K
Kepler-1388 b,Kepler-1388,2016,12.2854603 d,2.59 earthRad,7.22 earthMass,2454964.90294 d,4098.0 K
Kepler-1531 b,Kepler-1531,2016,1.138543376 d,1.11 earthRad,1.41 earthMass,2454965.46572 d,6260.0 K
Kepler-552 b,Kepler-552,2016,5.263415765 d,3.95 earthRad,14.8 earthMass,2455007.350788 d,5863.0 K
Kepler-1573 b,Kepler-1573,2016,2.6157554 d,1.2 earthRad,1.87 earthMass,2454964.98236 d,5808.0 K
HD 147873 b,HD 147873,2016,116.596 d,12.8 earthRad,1633.6462 earthMass,nan d,5972.0 K
Kepler-1044 b,Kepler-1044,2016,6.77408868 d,2.67 earthRad,7.61 earthMass,2454968.95514 d,5985.0 K
Kepler-1258 b,Kepler-1258,2016,0.984940167 d,0.86 earthRad,0.566 earthMass,2454966.31962 d,5839.0 K
Kepler-1103 b,Kepler-1103,2016,19.79191978 d,2.27 earthRad,5.77 earthMass,2454982.30853 d,6092.0 K
Kepler-1241 b,Kepler-1241,2016,18.5525701 d,2.63 earthRad,7.41 earthMass,2454968.51046 d,5261.0 K
WASP-127 b,WASP-127,2016,4.17806203 d,14.694999 earthRad,52.346601 earthMass,2456776.62124 d,5620.0 K
Kepler-968 b,Kepler-968,2016,3.692983728 d,2.0 earthRad,4.66 earthMass,2454965.736952 d,4598.0 K
Kepler-993 b,Kepler-993,2016,22.08557563 d,2.97 earthRad,9.11 earthMass,2454968.23132 d,3843.0 K
KELT-4 A b,KELT-4 A,2016,2.9895932 d,19.044091 earthRad,286.68266 earthMass,2456190.30201 d,6206.0 K
Kepler-1388 d,Kepler-1388,2016,20.9568158 d,2.86 earthRad,8.55 earthMass,2454972.0875 d,4098.0 K
Kepler-1113 b,Kepler-1113,2016,42.3004954 d,2.81 earthRad,8.3 earthMass,2455001.77877 d,5931.0 K
Kepler-841 b,Kepler-841,2016,124.4198398 d,5.23 earthRad,23.8 earthMass,2454983.59602 d,5324.0 K
Kepler-550 b,Kepler-550,2016,8.600104109 d,4.42 earthRad,17.9 earthMass,2455005.528619 d,5322.0 K
Kepler-1485 b,Kepler-1485,2016,19.9157725 d,1.47 earthRad,2.76 earthMass,2454972.37298 d,6087.0 K
Kepler-1134 b,Kepler-1134,2016,17.13263989 d,2.64 earthRad,7.46 earthMass,2454980.1548 d,5281.0 K
Kepler-567 b,Kepler-567,2016,16.54297375 d,2.25 earthRad,5.69 earthMass,2455002.64888 d,5148.0 K
Kepler-1415 b,Kepler-1415,2016,0.63642408 d,1.29 earthRad,2.21 earthMass,2454964.69006 d,5267.0 K
Kepler-662 b,Kepler-662,2016,21.67697486 d,2.18 earthRad,5.39 earthMass,2455004.5375 d,4897.0 K
Kepler-1308 b,Kepler-1308,2016,2.104338119 d,0.52 earthRad,0.0933 earthMass,2454966.31479 d,3468.0 K
Kepler-1254 b,Kepler-1254,2016,9.99113313 d,1.55 earthRad,3.02 earthMass,2454967.39293 d,4985.0 K
HATS-15 b,HATS-15,2016,1.74748753 d,12.385945 earthRad,689.6911 earthMass,2456387.21161 d,5311.0 K
Kepler-754 b,Kepler-754,2016,14.5596237 d,2.01 earthRad,4.7 earthMass,2454968.96181 d,5935.0 K
Kepler-1459 b,Kepler-1459,2016,62.8691611 d,1.36 earthRad,2.42 earthMass,2454999.0209 d,4828.0 K
Kepler-671 b,Kepler-671,2016,4.280958588 d,2.69 earthRad,7.7 earthMass,2455004.89742 d,5624.0 K
Kepler-519 b,Kepler-519,2016,24.3078946 d,2.1 earthRad,5.06 earthMass,2455011.364426 d,5260.0 K
K2-24 b,K2-24,2016,20.88977 d,5.4 earthRad,19.0 earthMass,2456905.8855 d,5625.0 K
HD 42618 b,HD 42618,2016,149.61 d,3.89 earthRad,14.4 earthMass,2455170.6 d,5727.0 K
Kepler-1396 b,Kepler-1396,2016,18.2206421 d,2.07 earthRad,4.94 earthMass,2454974.37434 d,6195.0 K
Kepler-640 b,Kepler-640,2016,22.24813967 d,2.56 earthRad,7.08 earthMass,2455007.13664 d,5653.0 K
Kepler-1519 b,Kepler-1519,2016,240.7989397 d,7.06 earthRad,39.6 earthMass,2455167.14185 d,5644.0 K
Kepler-1045 b,Kepler-1045,2016,26.41045478 d,2.69 earthRad,7.7 earthMass,2454982.39497 d,5301.0 K
Kepler-990 b,Kepler-990,2016,9.91723428 d,2.6 earthRad,7.27 earthMass,2454968.13949 d,5948.0 K
Kepler-1304 b,Kepler-1304,2016,16.1288853 d,2.29 earthRad,5.86 earthMass,2454976.7543 d,5259.0 K
Kepler-1128 b,Kepler-1128,2016,61.6178167 d,3.65 earthRad,12.9 earthMass,2455012.07877 d,5543.0 K
Kepler-1537 b,Kepler-1537,2016,1.444453798 d,1.18 earthRad,1.76 earthMass,2454965.80647 d,5079.0 K
Kepler-1259 b,Kepler-1259,2016,0.663085258 d,1.43 earthRad,2.63 earthMass,2454964.97945 d,5053.0 K
Kepler-1043 b,Kepler-1043,2016,38.5053398 d,2.55 earthRad,7.04 earthMass,2454991.30219 d,5629.0 K
Kepler-479 b,Kepler-479,2016,12.49341307 d,2.12 earthRad,5.14 earthMass,2454971.461536 d,5247.0 K
Kepler-1404 b,Kepler-1404,2016,15.9314739 d,2.01 earthRad,4.7 earthMass,2454974.81135 d,5261.0 K
Kepler-624 b,Kepler-624,2016,14.58649607 d,2.31 earthRad,5.95 earthMass,2455005.2223 d,6117.0 K
Kepler-1530 c,Kepler-1530,2016,5.3227406 d,1.65 earthRad,3.36 earthMass,2454966.2203 d,5477.0 K
Kepler-1085 b,Kepler-1085,2016,219.3217528 d,7.22 earthRad,41.2 earthMass,2455153.7286 d,6000.0 K
Kepler-1135 b,Kepler-1135,2016,76.957857 d,1.85 earthRad,4.08 earthMass,2455025.33214 d,5656.0 K
Kepler-1047 c,Kepler-1047,2016,3.18897601 d,0.99 earthRad,0.937 earthMass,2454966.52942 d,5754.0 K
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2016,2557.0 d,10.7 earthRad,80.0 earthMass,nan d,nan K
Kepler-1445 b,Kepler-1445,2016,10.60052251 d,0.96 earthRad,0.84 earthMass,2454965.98457 d,6150.0 K
Kepler-1430 b,Kepler-1430,2016,2.46050993 d,1.18 earthRad,1.76 earthMass,2454966.61249 d,4796.0 K
Kepler-796 b,Kepler-796,2016,6.40087618 d,1.3 earthRad,2.24 earthMass,2454969.88109 d,5475.0 K
Kepler-1388 e,Kepler-1388,2016,37.6327084 d,2.46 earthRad,6.62 earthMass,2454991.8322 d,4098.0 K
Kepler-1095 b,Kepler-1095,2016,4.27103091 d,1.21 earthRad,1.92 earthMass,2454966.1404 d,5658.0 K
Kepler-1105 b,Kepler-1105,2016,4.421572182 d,2.01 earthRad,4.7 earthMass,2454965.18354 d,4299.0 K
Kepler-1311 b,Kepler-1311,2016,11.1726994 d,1.24 earthRad,2.07 earthMass,2454973.00554 d,5748.0 K
Kepler-1567 b,Kepler-1567,2016,153.979578 d,2.73 earthRad,7.9 earthMass,2454998.4896 d,5655.0 K
HD 147873 c,HD 147873,2016,491.54 d,13.3 earthRad,731.009 earthMass,nan d,5972.0 K
K2-32 b,K2-32,2016,8.992 d,5.299 earthRad,15.0 earthMass,2456900.92676 d,5271.0 K
Kepler-766 b,Kepler-766,2016,6.10027804 d,3.39 earthRad,11.4 earthMass,2454968.58673 d,5992.0 K
Kepler-1212 b,Kepler-1212,2016,12.94130146 d,2.14 earthRad,5.22 earthMass,2454972.89312 d,6051.0 K
Kepler-857 b,Kepler-857,2016,85.35129427 d,6.8 earthRad,37.2 earthMass,2454994.009326 d,5773.0 K
Kepler-1626 b,Kepler-1626,2016,4.13962966 d,2.02 earthRad,4.74 earthMass,2454967.04165 d,6826.0 K
K2-64 b,K2-64,2016,6.53044 d,2.07 earthRad,4.94 earthMass,2456986.1918 d,5312.0 K
Kepler-1336 b,Kepler-1336,2016,23.198681 d,1.98 earthRad,4.58 earthMass,2454975.6202 d,5512.0 K
Kepler-872 b,Kepler-872,2016,2.578855068 d,1.99 earthRad,4.62 earthMass,2454966.22337 d,5902.0 K
Kepler-1406 b,Kepler-1406,2016,11.62905828 d,1.1 earthRad,1.37 earthMass,2454965.82038 d,5892.0 K
Kepler-758 e,Kepler-758,2016,8.1934719 d,1.53 earthRad,2.96 earthMass,2454971.9921 d,6228.0 K
Kepler-675 b,Kepler-675,2016,2.33743801 d,2.44 earthRad,6.53 earthMass,2455004.761824 d,4945.0 K
Kepler-1146 b,Kepler-1146,2016,2.352265797 d,1.23 earthRad,2.04 earthMass,2454964.80405 d,4692.0 K
Kepler-679 b,Kepler-679,2016,12.39358604 d,3.01 earthRad,9.32 earthMass,2455011.74572 d,5403.0 K
Kepler-1643 b,Kepler-1643,2016,5.342657 d,2.32 earthRad,5.99 earthMass,2454967.382 d,4916.0 K
Kepler-996 b,Kepler-996,2016,3.770590584 d,1.98 earthRad,4.58 earthMass,2454966.39097 d,6014.0 K
HD 219828 c,HD 219828,2016,4789.87297 d,12.2 earthRad,5102.41724598 earthMass,nan d,5891.0 K
Kepler-758 d,Kepler-758,2016,20.4966197 d,2.12 earthRad,5.14 earthMass,2454980.4533 d,6228.0 K
K2-85 b,K2-85,2016,0.68453862616 d,1.4 earthRad,3.2 earthMass,2457065.36778 d,4232.0 K
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,2016,nan d,5.99 earthRad,30.0 earthMass,nan d,nan K
Kepler-974 b,Kepler-974,2016,4.194496514 d,1.57 earthRad,3.09 earthMass,2454967.13429 d,3687.0 K
Kepler-1276 b,Kepler-1276,2016,12.5720095 d,1.19 earthRad,1.81 earthMass,2454976.08176 d,6188.0 K
Kepler-1410 b,Kepler-1410,2016,60.866168 d,1.78 earthRad,3.82 earthMass,2455012.28498 d,4092.0 K
Kepler-1008 b,Kepler-1008,2016,12.43931193 d,1.28 earthRad,2.18 earthMass,2454969.37781 d,5066.0 K
Kepler-1373 b,Kepler-1373,2016,1.29123275 d,1.16 earthRad,1.65 earthMass,2454964.98938 d,6299.0 K
K2-32 d,K2-32,2016,31.71701 d,3.484 earthRad,6.7 earthMass,2456903.78707 d,5271.0 K
Kepler-1101 b,Kepler-1101,2016,81.3151059 d,2.47 earthRad,6.66 earthMass,2455008.99732 d,5614.0 K
Kepler-1090 b,Kepler-1090,2016,198.680179 d,2.25 earthRad,5.69 earthMass,2455103.66913 d,5321.0 K
Kepler-1110 b,Kepler-1110,2016,9.69312032 d,2.66 earthRad,7.56 earthMass,2454967.52964 d,4781.0 K
Kepler-245 e,Kepler-245,2016,3.219821056 d,1.75 earthRad,1806.36 earthMass,2454966.0031 d,5174.0 K
Kepler-1170 b,Kepler-1170,2016,9.98969327 d,2.41 earthRad,6.39 earthMass,2454966.76149 d,5069.0 K
HD 128356 b,HD 128356,2016,298.2 d,13.9 earthRad,282.8687 earthMass,nan d,4875.0 K
Kepler-1509 b,Kepler-1509,2016,25.4338197 d,1.85 earthRad,4.08 earthMass,2454976.1287 d,5780.0 K
Kepler-487 c,Kepler-487,2016,38.6519976 d,2.68 earthRad,7.65 earthMass,2454997.04919 d,5444.0 K
Kepler-621 b,Kepler-621,2016,2.628113746 d,2.3 earthRad,5.9 earthMass,2455002.719741 d,4521.0 K
Kepler-1582 b,Kepler-1582,2016,4.83817712 d,1.49 earthRad,2.83 earthMass,2454968.1468 d,3208.0 K
WASP-90 b,WASP-90,2016,3.916243 d,18.27067 earthRad,200.2329 earthMass,2456235.5639 d,6430.0 K
Kepler-1026 b,Kepler-1026,2016,36.5156053 d,2.21 earthRad,5.52 earthMass,2454984.29218 d,4948.0 K
Kepler-1129 c,Kepler-1129,2016,76.5369586 d,2.73 earthRad,7.9 earthMass,2454997.15492 d,5831.0 K
Kepler-1553 b,Kepler-1553,2016,4.24261881 d,1.15 earthRad,1.6 earthMass,2454968.03104 d,5288.0 K
Kepler-1374 b,Kepler-1374,2016,10.65276707 d,2.29 earthRad,5.86 earthMass,2454969.08934 d,5323.0 K
WASP-139 b,WASP-139,2016,5.924262 d,8.9672 earthRad,37.18611 earthMass,2457196.7933 d,5310.0 K
Kepler-512 b,Kepler-512,2016,34.43587975 d,2.69 earthRad,7.7 earthMass,2455026.03913 d,5997.0 K
Kepler-639 b,Kepler-639,2016,10.21420496 d,2.38 earthRad,6.26 earthMass,2455003.7036 d,5896.0 K
Kepler-655 b,Kepler-655,2016,46.4063358 d,2.71 earthRad,7.8 earthMass,2455025.99547 d,6170.0 K
K2-63 b,K2-63,2016,20.257 d,3.22 earthRad,10.5 earthMass,2456989.5929 d,6771.0 K
Kepler-1461 b,Kepler-1461,2016,29.3494775 d,2.03 earthRad,4.78 earthMass,2454981.46456 d,4919.0 K
Kepler-1067 b,Kepler-1067,2016,0.762129261 d,0.8 earthRad,0.437 earthMass,2454964.62001 d,5592.0 K
Kepler-570 b,Kepler-570,2016,4.301662003 d,2.45 earthRad,6.57 earthMass,2455005.310292 d,5496.0 K
Kepler-1049 b,Kepler-1049,2016,3.273460736 d,0.95 earthRad,0.809 earthMass,2454967.44686 d,3864.0 K
Kepler-663 b,Kepler-663,2016,4.99678284 d,2.6 earthRad,7.27 earthMass,2455004.74158 d,5264.0 K
WASP-93 b,WASP-93,2016,2.7325321 d,17.900773 earthRad,467.2101 earthMass,2456079.5642 d,6700.0 K
Kepler-762 b,Kepler-762,2016,3.770552098 d,12.68 earthRad,nan earthMass,2455190.118242 d,5944.0 K
Kepler-958 b,Kepler-958,2016,9.7678805 d,2.06 earthRad,4.9 earthMass,2454972.437821 d,5421.0 K
Kepler-707 b,Kepler-707,2016,2.237492751 d,1.33 earthRad,2.33 earthMass,2455003.81745 d,5099.0 K
Kepler-950 b,Kepler-950,2016,98.7180406 d,8.98 earthRad,59.6 earthMass,2454964.58611 d,5857.0 K
Kepler-1624 b,Kepler-1624,2016,3.290304518 d,5.7 earthRad,27.6 earthMass,2454964.90925 d,3636.0 K
Kepler-959 b,Kepler-959,2016,14.80074836 d,4.38 earthRad,17.6 earthMass,2454965.82305 d,7005.0 K
Kepler-963 b,Kepler-963,2016,9.97683705 d,2.66 earthRad,7.56 earthMass,2454964.76674 d,5461.0 K
Kepler-846 b,Kepler-846,2016,19.80792185 d,2.48 earthRad,6.71 earthMass,2454972.37785 d,5579.0 K
Kepler-1310 b,Kepler-1310,2016,0.679336272 d,1.44 earthRad,2.67 earthMass,2454965.857331 d,5549.0 K
HIP 74890 b,HIP 74890,2016,822.3 d,13.3 earthRad,762.792 earthMass,nan d,4850.0 K
K2-36 b,K2-36,2016,1.422614 d,1.43 earthRad,4.3 earthMass,2456810.8916 d,4916.0 K
Kepler-1054 b,Kepler-1054,2016,4.30655689 d,2.63 earthRad,7.41 earthMass,2454965.44215 d,6209.0 K
Kepler-947 b,Kepler-947,2016,26.9644317 d,2.28 earthRad,5.82 earthMass,2454978.34343 d,5508.0 K
Kepler-680 b,Kepler-680,2016,3.689926291 d,2.42 earthRad,6.44 earthMass,2455003.36461 d,5890.0 K
Kepler-697 b,Kepler-697,2016,3.709870645 d,4.13 earthRad,16.0 earthMass,2455004.987861 d,5513.0 K
Kepler-616 b,Kepler-616,2016,9.99761851 d,2.43 earthRad,6.48 earthMass,2455004.78774 d,5753.0 K
Kepler-1402 b,Kepler-1402,2016,2.03387914 d,0.76 earthRad,0.363 earthMass,2454964.9169 d,5416.0 K
K2-27 b,K2-27,2016,6.771347 d,4.74 earthRad,30.2 earthMass,2456812.8447 d,5246.0 K
Kepler-1205 b,Kepler-1205,2016,1.078390352 d,1.41 earthRad,2.57 earthMass,2454966.24975 d,5226.0 K
Kepler-1181 b,Kepler-1181,2016,4.89337519 d,1.57 earthRad,3.09 earthMass,2454966.64331 d,6176.0 K
Kepler-1107 b,Kepler-1107,2016,0.571038518 d,1.34 earthRad,2.36 earthMass,2454964.653538 d,5268.0 K
HD 47366 b,HD 47366,2016,360.08 d,13.4 earthRad,661.71874337 earthMass,nan d,4866.0 K
K2-79 b,K2-79,2016,10.9947 d,4.09 earthRad,9.2 earthMass,2457103.2275 d,5897.0 K
Kepler-1395 b,Kepler-1395,2016,3.78470649 d,0.8 earthRad,0.437 earthMass,2454966.52216 d,6138.0 K
Kepler-1647 b,Kepler-1647,2016,1107.5923 d,11.8739 earthRad,483.0 earthMass,2454998.4972 d,6210.0 K
Kepler-1518 b,Kepler-1518,2016,5.11177904 d,3.05 earthRad,9.53 earthMass,2454966.75648 d,6846.0 K
Kepler-1383 b,Kepler-1383,2016,13.9093583 d,1.41 earthRad,2.57 earthMass,2454975.8819 d,6370.0 K
Kepler-800 b,Kepler-800,2016,14.13176026 d,2.85 earthRad,8.5 earthMass,2454975.26113 d,5315.0 K
Kepler-1417 b,Kepler-1417,2016,20.3505213 d,1.0 earthRad,0.972 earthMass,2454975.7564 d,5839.0 K
Kepler-1197 b,Kepler-1197,2016,2.03231845 d,1.25 earthRad,2.1 earthMass,2454965.64366 d,4708.0 K
Kepler-561 b,Kepler-561,2016,58.3620495 d,6.96 earthRad,38.7 earthMass,2455029.555062 d,5646.0 K
Kepler-1484 b,Kepler-1484,2016,30.4549136 d,2.11 earthRad,5.1 earthMass,2454973.76313 d,5730.0 K
Kepler-1272 b,Kepler-1272,2016,51.1309704 d,2.37 earthRad,6.21 earthMass,2454970.17952 d,5926.0 K
HD 47366 c,HD 47366,2016,677.53 d,13.5 earthRad,483.73483545 earthMass,nan d,4866.0 K
Kepler-1210 b,Kepler-1210,2016,8.07124073 d,1.7 earthRad,3.53 earthMass,2454970.76385 d,5568.0 K
Kepler-774 b,Kepler-774,2016,11.0895723 d,3.17 earthRad,10.2 earthMass,2454974.76206 d,6403.0 K
Kepler-859 b,Kepler-859,2016,20.38177573 d,3.09 earthRad,9.75 earthMass,2454975.31445 d,5020.0 K
HAT-P-65 b,HAT-P-65,2016,2.60544751 d,18.05766791 earthRad,176.07693748 earthMass,2458139.35067 d,5872.0 K
Kepler-401 d,Kepler-401,2016,184.256405 d,2.27 earthRad,5.77 earthMass,2455088.2581 d,6184.0 K
Kepler-722 b,Kepler-722,2016,4.093573252 d,2.63 earthRad,7.41 earthMass,2455004.00987 d,5863.0 K
Kepler-1621 b,Kepler-1621,2016,92.263714 d,2.16 earthRad,5.31 earthMass,2454979.424 d,6158.0 K
Kepler-1478 b,Kepler-1478,2016,26.0840594 d,1.73 earthRad,3.64 earthMass,2454982.4478 d,5904.0 K
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,2016,nan d,1.62 earthRad,3.24 earthMass,nan d,nan K
Kepler-745 b,Kepler-745,2016,9.93143556 d,2.16 earthRad,5.31 earthMass,2454969.49303 d,5849.0 K
Kepler-810 b,Kepler-810,2016,4.59725385 d,1.93 earthRad,4.38 earthMass,2454969.48067 d,5803.0 K
Kepler-1365 c,Kepler-1365,2016,4.77468005 d,0.8 earthRad,0.437 earthMass,2454968.1615 d,5770.0 K
Kepler-1362 b,Kepler-1362,2016,136.205626 d,2.6 earthRad,7.27 earthMass,2455067.72365 d,4857.0 K
Kepler-716 b,Kepler-716,2016,10.37168453 d,2.9 earthRad,8.75 earthMass,2455005.61796 d,5099.0 K
Kepler-717 b,Kepler-717,2016,4.40840023 d,2.42 earthRad,6.44 earthMass,2455005.1893 d,5485.0 K
Kepler-1566 b,Kepler-1566,2016,0.539915238 d,0.79 earthRad,0.418 earthMass,2454964.55175 d,5254.0 K
Kepler-411 c,Kepler-411,2016,7.834435 d,4.421 earthRad,26.4 earthMass,2454968.2224 d,4974.0 K
Kepler-1601 b,Kepler-1601,2016,2.20921951 d,0.82 earthRad,0.477 earthMass,2454964.90843 d,5869.0 K
K2-66 b,K2-66,2016,5.06963 d,2.49 earthRad,21.3 earthMass,2456984.0075 d,5887.0 K
Kepler-704 b,Kepler-704,2016,3.76182115 d,2.61 earthRad,7.32 earthMass,2455004.90371 d,5616.0 K
Kepler-540 b,Kepler-540,2016,172.7049784 d,2.71 earthRad,7.8 earthMass,2455069.92338 d,5946.0 K
KELT-10 b,KELT-10,2016,4.1662739 d,15.681391 earthRad,215.80657 earthMass,2457066.72045 d,5948.0 K
Kepler-583 b,Kepler-583,2016,6.5100253 d,2.28 earthRad,5.82 earthMass,2455005.91594 d,5523.0 K
Kepler-1167 b,Kepler-1167,2016,1.003933739 d,1.71 earthRad,3.57 earthMass,2454965.09731 d,4971.0 K
Kepler-1432 b,Kepler-1432,2016,23.9109011 d,2.22 earthRad,5.56 earthMass,2454983.5316 d,6031.0 K
Kepler-1299 b,Kepler-1299,2016,19.9400874 d,2.98 earthRad,9.17 earthMass,2454975.34994 d,5609.0 K
Kepler-741 b,Kepler-741,2016,7.03902374 d,2.97 earthRad,9.11 earthMass,2455008.73021 d,6129.0 K
Kepler-615 b,Kepler-615,2016,10.35584657 d,1.74 earthRad,3.68 earthMass,2455008.68166 d,4655.0 K
Kepler-1226 b,Kepler-1226,2016,17.2923453 d,1.45 earthRad,2.7 earthMass,2454968.74985 d,5923.0 K
Kepler-560 b,Kepler-560,2016,18.47764449 d,1.72 earthRad,3.61 earthMass,2455018.26856 d,3556.0 K
Kepler-1638 b,Kepler-1638,2016,259.33683 d,1.87 earthRad,4.16 earthMass,2454998.6905 d,5710.0 K
Kepler-1048 b,Kepler-1048,2016,6.92101021 d,1.61 earthRad,3.22 earthMass,2454968.64481 d,4651.0 K
Kepler-1254 d,Kepler-1254,2016,5.72717226 d,1.31 earthRad,2.27 earthMass,2454966.96398 d,4985.0 K
Kepler-752 b,Kepler-752,2016,18.82747265 d,2.81 earthRad,8.3 earthMass,2455029.18905 d,5373.0 K
Kepler-1422 b,Kepler-1422,2016,18.6051942 d,2.02 earthRad,4.74 earthMass,2454982.0326 d,6194.0 K
K2-45 b,K2-45,2016,1.7292684 d,6.71 earthRad,36.4 earthMass,2456809.52604 d,4103.0 K
Kepler-1094 b,Kepler-1094,2016,78.1000231 d,3.18 earthRad,10.2 earthMass,2454972.49588 d,6112.0 K
Kepler-954 b,Kepler-954,2016,16.78176602 d,2.32 earthRad,5.99 earthMass,2454972.793332 d,4990.0 K
K2-36 c,K2-36,2016,5.340888 d,3.2 earthRad,7.9 earthMass,2456812.84001 d,4916.0 K
Kepler-1388 c,Kepler-1388,2016,5.53608151 d,2.26 earthRad,5.73 earthMass,2454964.88574 d,4098.0 K
Kepler-1064 b,Kepler-1064,2016,16.54080322 d,1.55 earthRad,3.02 earthMass,2454966.9536 d,5153.0 K
Kepler-525 b,Kepler-525,2016,18.68404933 d,2.63 earthRad,7.41 earthMass,2455003.83222 d,5573.0 K
Kepler-860 b,Kepler-860,2016,5.101379454 d,3.24 earthRad,10.6 earthMass,2455190.4825 d,5836.0 K
Kepler-1168 b,Kepler-1168,2016,55.8226539 d,2.5 earthRad,6.8 earthMass,2455002.03641 d,5157.0 K
Kepler-148 d,Kepler-148,2016,51.84688575 d,8.68 earthRad,56.3 earthMass,2455003.081373 d,5172.0 K
Kepler-1056 b,Kepler-1056,2016,27.495606 d,3.01 earthRad,9.32 earthMass,2454966.28365 d,6127.0 K
Kepler-1554 b,Kepler-1554,2016,198.088774 d,2.9 earthRad,8.75 earthMass,2455152.73061 d,5297.0 K
Kepler-1180 b,Kepler-1180,2016,16.8601286 d,1.99 earthRad,4.62 earthMass,2454972.84599 d,6077.0 K
Kepler-1424 b,Kepler-1424,2016,29.6091744 d,1.16 earthRad,1.65 earthMass,2454970.33591 d,5838.0 K
HD 133131 A b,HD 133131 A,2016,649.0 d,13.6 earthRad,451.3186 earthMass,nan d,5799.0 K
Kepler-1642 c,Kepler-1642,2016,6.6513802 d,2.66 earthRad,7.56 earthMass,2454968.2762 d,5355.0 K
HD 214823 b,HD 214823,2016,1854.84424 d,12.1 earthRad,5914.78665427 earthMass,nan d,6215.0 K
Kepler-1534 b,Kepler-1534,2016,5.71668872 d,1.89 earthRad,4.23 earthMass,2454969.32209 d,5442.0 K
Kepler-1039 b,Kepler-1039,2016,0.934884242 d,1.46 earthRad,2.73 earthMass,2454964.581851 d,4870.0 K
Kepler-920 c,Kepler-920,2016,100.8274113 d,3.8 earthRad,13.8 earthMass,2455049.38988 d,5403.0 K
Kepler-304 e,Kepler-304,2016,1.499146953 d,1.2 earthRad,1.87 earthMass,2454966.06857 d,4817.0 K
Kepler-976 b,Kepler-976,2016,105.9564148 d,3.96 earthRad,14.9 earthMass,2455015.05368 d,5232.0 K
Kepler-1526 b,Kepler-1526,2016,3.908632005 d,2.43 earthRad,6.48 earthMass,2454966.92988 d,4601.0 K
Kepler-526 b,Kepler-526,2016,5.458498316 d,1.99 earthRad,4.62 earthMass,2455005.0888 d,5894.0 K
Kepler-541 b,Kepler-541,2016,5.08005848 d,3.36 earthRad,11.2 earthMass,2455007.42776 d,6166.0 K
WASP-123 b,WASP-123,2016,2.9776412 d,14.773462 earthRad,285.72917 earthMass,2456845.17082 d,5740.0 K
Kepler-1358 b,Kepler-1358,2016,7.06317341 d,1.12 earthRad,1.46 earthMass,2454965.53077 d,5181.0 K
Kepler-818 b,Kepler-818,2016,10.035385814 d,5.11 earthRad,22.9 earthMass,2454970.47131 d,5638.0 K
Kepler-1189 b,Kepler-1189,2016,3.78858982 d,1.77 earthRad,3.78 earthMass,2454967.6227 d,6012.0 K
Kepler-529 c,Kepler-529,2016,12.8345022 d,2.0 earthRad,4.66 earthMass,2454971.32478 d,6087.0 K
Kepler-1436 b,Kepler-1436,2016,9.705716 d,1.31 earthRad,2.27 earthMass,2454973.3731 d,5972.0 K
Kepler-1571 b,Kepler-1571,2016,3.38555488 d,1.52 earthRad,2.92 earthMass,2454966.97796 d,6297.0 K
Kepler-1011 b,Kepler-1011,2016,5.753221974 d,2.87 earthRad,8.6 earthMass,2454969.75619 d,5416.0 K
Kepler-1600 b,Kepler-1600,2016,386.370548 d,3.13 earthRad,9.96 earthMass,2455285.8748 d,5214.0 K
Kepler-598 b,Kepler-598,2016,3.70175428 d,1.5 earthRad,2.86 earthMass,2455005.4504 d,5307.0 K
Kepler-1028 b,Kepler-1028,2016,2.51462432 d,1.33 earthRad,2.33 earthMass,2454965.91016 d,5522.0 K
Kepler-748 b,Kepler-748,2016,7.40742793 d,2.52 earthRad,6.9 earthMass,2455188.49521 d,5934.0 K
Kepler-1349 b,Kepler-1349,2016,2.12823928 d,0.7 earthRad,0.271 earthMass,2454965.47062 d,6086.0 K
Kepler-1627 b,Kepler-1627,2016,7.20283653 d,3.69 earthRad,13.2 earthMass,2454968.19376 d,5445.0 K
